出表日期,報告年度,公司代號,公司名稱,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管佔比
"1141104","113","6144","得利影","578","465","550","525","59.00%"
"1141104","113","6146","耕興","1289","1139","1023","816","29.02%"
"1141104","113","6147","頎邦","1210","1031","1001","870","25.24%"
"1141104","113","6148","驊宏資","1434","1257","777","692","30.40%"
"1141104","113","6150","撼訊","1091","896","699","602","11.66%"
"1141104","113","6151","晉倫","921","758","704","641","6.90%"
"1141104","113","6154","順發","590","465","502","458","40.00%"
"1141104","113","6156","松上","1643","1410","997","949","35.71%"
"1141104","113","6158","禾昌","1292","1118","1020","881","23.27%"
"1141104","113","6160","欣技","949","777","769","658","7.41%"
"1141104","113","6161","捷波","1316","1130","973","716","36.84%"
"1141104","113","6163","華電網","1378","1195","1088","923","25.00%"
"1141104","113","6167","久正","782","636","599","523","30.61%"
"1141104","113","6169","昱泉","945","796","619","608","42.86%"
"1141104","113","6170","統振","2544","2295","1387","954","35.29%"
"1141104","113","6171","大城地產","959","737","761","703","85.71%"
"1141104","113","6173","信昌電","856","705","751","667","35.00%"
"1141104","113","6174","安碁","674","553","553","492","51.20%"
"1141104","113","6175","立敦","1025","879","780","699","29.50%"
"1141104","113","6179","亞通","1135","946","982","946","20.00%"
"1141104","113","6180","橘子","1757","1548","1122","793","23.53%"
"1141104","113","6182","合晶","830","722","722","660","17.98%"
"1141104","113","6185","幃翔","1005","843","665","618","33.00%"
"1141104","113","6186","新潤","3286","2712","1944","1967","42.86%"
"1141104","113","6187","萬潤","2786","2421","1347","1138","18.18%"
"1141104","113","6188","廣明","2017","1760","1469","1312","12.77%"
"1141104","113","6190","萬泰科","1334","1193","952","768","4.82%"
"1141104","113","6194","育富","1133","870","619","596","0.00%"
"1141104","113","6195","詩肯","757","620","616","556","3.51%"
"1141104","113","6198","瑞築","1237","1001","1145","1062","46.67%"
"1141104","113","6199","天品","1031","844","585","515","50.00%"
"1141104","113","6203","海韻電","1106","930","957","833","39.58%"
"1141104","113","6204","艾華","1055","908","666","588","22.22%"
"1141104","113","6207","雷科","897","750","722","650","4.12%"
"1141104","113","6208","日揚","1051","888","897","755","16.35%"
"1141104","113","6210","慶生","692","575","560","534","41.38%"
"1141104","113","6212","理銘","1541","1368","1314","1125","0.00%"
"1141104","113","6217","中探針","904","723","674","583","24.48%"
"1141104","113","6218","豪勉","1166","999","946","827","24.00%"
"1141104","113","6219","富旺","1603","1388","1469","791","30.77%"
"1141104","113","6220","岳豐","1038","893","772","674","29.17%"
"1141104","113","6221","晉泰","1557","1371","1130","935","28.57%"
"1141104","113","6222","立軒","859","734","511","550","20.00%"
"1141104","113","6223","旺矽","1679","1453","1576","1332","2.92%"
"1141104","113","6227","茂綸","1585","1421","1266","1238","26.67%"
"1141104","113","6228","全譜","1069","897","615","605","25.00%"
"1141104","113","6229","研通","1400","1196","946","836","0.00%"
"1141104","113","6231","系微","1393","1215","1175","919","12.00%"
"1141104","113","6233","旺玖","1424","1238","1180","1061","33.33%"
"1141104","113","6234","高僑","782","678","599","500","5.00%"
"1141104","113","6236","中湛","881","704","703","679","50.00%"
"1141104","113","6237","驊訊","1883","1666","1178","1132","12.90%"
"1141104","113","6240","松崗","1070","897","839","813","50.00%"
"1141104","113","6241","易通展","1024","871","853","728","41.94%"
"1141104","113","6242","立康","700","574","580","509","64.00%"
"1141104","113","6244","茂迪","886","751","736","591","28.57%"
"1141104","113","6245","立端","1177","1012","948","782","13.40%"
"1141104","113","6246","臺龍","1199","1047","720","714","31.82%"
"1141104","113","6248","沛波","780","622","689","609","53.13%"
"1141104","113","6259","百徽","1228","1045","984","902","33.00%"
"1141104","113","6261","久元","1152","971","1040","885","18.89%"
"1141104","113","6263","普萊德","1219","1050","969","890","51.20%"
"1141104","113","6264","富裔","943","796","824","657","26.00%"
"1141104","113","6265","方方土昶","1786","1596","756","723","40.00%"
"1141104","113","6266","泰詠","784","650","667","584","63.00%"
"1141104","113","6270","倍微","1474","1264","1064","988","20.00%"
"1141104","113","6274","台燿","1223","1057","952","858","9.26%"
"1141104","113","6275","元山","676","560","579","474","33.33%"
"1141104","113","6276","安鈦克","1242","1023","789","749","40.00%"
"1141104","113","6279","胡連","1083","885","832","684","22.09%"
"1141104","113","6284","佳邦","1042","890","789","651","27.00%"
"1141104","113","6290","良維","1826","1634","1117","850","10.94%"
"1141104","113","6291","沛亨","1135","941","933","1037","20.00%"
"1141104","113","6292","迅德","1298","1147","911","860","40.00%"
"1141104","113","6294","智基","709","600","518","479","75.00%"
"1141104","113","6411","晶焱","3526","3284","2013","1687","19.00%"
"1141104","113","6417","韋僑","710","596","592","480","26.67%"
"1141104","113","6418","詠昇","799","661","604","559","33.33%"
"1141104","113","6419","京晨科","1899","1718","881","784","25.00%"
"1141104","113","6425","易發","1128","945","831","777","8.51%"
"1141104","113","6432","今展科","1068","878","823","717","41.67%"
"1141104","113","6435","大中","2206","1776","1698","1623","37.04%"
"1141104","113","6441","廣錠","866","723","536","426","13.33%"
"1141104","113","6461","益得","1314","1149","919","812","36.00%"
"1141104","113","6462","神盾","2042","1799","1657","1319","26.80%"
"1141104","113","6465","威潤","1154","971","870","820","44.44%"
"1141104","113","6469","大樹","611","479","557","511","20.00%"
"1141104","113","6470","宇智","1129","972","806","644","12.00%"
"1141104","113","6482","弘煜科","801","683","551","512","40.00%"
"1141104","113","6485","點序","1428","1197","1140","974","25.00%"
"1141104","113","6486","互動","1337","1151","1096","922","26.00%"
"1141104","113","6488","環球晶","1424","1240","1205","1101","21.09%"
"1141104","113","6492","生華科","2154","1912","1186","998","55.56%"
"1141104","113","6494","九齊","2065","1832","1609","1520","21.95%"
"1141104","113","6496","科懋","1394","1212","1090","938","52.00%"
"1141104","113","6498","久禾光","1913","1752","","","6.25%"
"1141104","113","6499","益安","1731","1450","1114","1010","50.00%"
"1141104","113","6506","雙邦","873","750","673","594","18.09%"
"1141104","113","6508","惠光","789","655","590","498","28.57%"
"1141104","113","6509","聚和","1069","900","860","780","31.80%"
"1141104","113","6510","精測","1169","1009","931","843","19.08%"
"1141104","113","6512","啟發電","1026","875","753","600","26.09%"
"1141104","113","6516","勤崴國際","1214","1042","946","904","35.00%"
"1141104","113","6517","保勝光學","647","518","563","474","47.30%"
"1141104","113","6523","達爾膚","1407","1150","1069","774","57.14%"
"1141104","113","6527","明達醫","1373","1213","951","732","28.00%"
"1141104","113","6530","創威","916","772","631","491","9.09%"
"1141104","113","6532","瑞耘","824","685","652","596","38.00%"
"1141104","113","6535","順藥","2703","2479","1210","1192","80.00%"
"1141104","113","6538","倉和","1030","889","698","575","20.83%"
"1141104","113","6542","隆中","1040","871","884","675","25.58%"
"1141104","113","6546","正基","1429","1242","1027","951","23.81%"
"1141104","113","6547","高端疫苗","1239","1050","868","717","30.00%"
"1141104","113","6548","長科*","888","772","761","669","32.00%"
"1141104","113","6556","勝品","897","765","686","567","47.20%"
"1141104","113","6560","欣普羅","1367","1164","1035","792","13.00%"
"1141104","113","6561","是方","2800","1957","2150","2047","21.21%"
"1141104","113","6568","宏觀","2047","1816","1695","1512","1.03%"
"1141104","113","6569","醫揚","1285","1135","1075","1054","22.22%"
"1141104","113","6570","維田","1146","968","766","678","12.90%"
"1141104","113","6574","霈方","984","807","867","723","75.00%"
"1141104","113","6576","逸達","2443","2182","1541","1292","26.09%"
"1141104","113","6577","勁豐","1306","1151","1006","853","30.23%"
"1141104","113","6578","達邦蛋白","967","841","630","514","25.00%"
"1141104","113","6584","南俊國際","703","593","539","487","28.89%"
"1141104","113","6588","東典光電","828","683","566","515","37.37%"
"1141104","113","6590","普鴻","1035","879","1033","952","41.00%"
"1141104","113","6593","台灣銘板","877","737","676","586","16.00%"
"1141104","113","6596","寬宏藝術","743","612","746","680","71.43%"
"1141104","113","6597","立誠","956","825","","","18.18%"
"1141104","113","6603","富強鑫","831","697","674","596","21.00%"
"1141104","113","6609","瀧澤科","791","665","690","636","8.16%"
"1141104","113","6612","奈米醫材","861","730","693","494","25.00%"
"1141104","113","6613","朋億*","1895","1687","1471","1227","28.57%"
"1141104","113","6615","慧智","833","691","710","583","47.05%"
"1141104","113","6616","特昇-KY","N/A","N/A","N/A","N/A","41.94%"
"1141104","113","6617","共信-KY","N/A","N/A","N/A","N/A","9.68%"
"1141104","113","6624","萬年清","996","831","739","681","41.67%"
"1141104","113","6629","泰金-KY","N/A","N/A","N/A","N/A","43.15%"
"1141104","113","6637","醫影","1733","1511","871","765","77.78%"
"1141104","113","6640","均華","1967","1778","1237","1157","37.00%"
"1141104","113","6642","富致","927","781","679","531","24.00%"
"1141104","113","6643","M31","2281","2013","2058","1758","21.25%"
"1141104","113","6649","台生材","1019","867","662","547","37.50%"
"1141104","113","6651","全宇昕","1482","1299","1146","793","22.30%"
"1141104","113","6654","天正國際","749","634","600","533","1.74%"
"1141104","113","6661","威健生技","1041","870","780","680","41.67%"
"1141104","113","6662","樂斯科","905","755","720","642","22.00%"
"1141104","113","6664","群翊","1347","1163","970","909","12.50%"
"1141104","113","6667","信紘科","1451","1244","1118","898","38.89%"
"1141104","113","6679","鈺太","2485","2249","1344","1202","11.11%"
"1141104","113","6680","鑫創電子","1132","950","803","705","24.00%"
"1141104","113","6683","雍智科技","1292","1133","1130","901","25.00%"
"1141104","113","6684","安格","1720","1489","1345","1204","40.00%"
"1141104","113","6690","安碁資訊","1287","1092","1103","917","19.64%"
"1141104","113","6692","進能服","1309","1085","980","797","32.65%"
"1141104","113","6693","廣閎科","1483","1290","1162","908","12.50%"
"1141104","113","6697","東捷資訊","1063","891","881","697","31.00%"
"1141104","113","6703","軒郁","1314","1084","781","616","61.11%"
"1141104","113","6708","天擎","1385","1187","1084","1019","20.00%"
"1141104","113","6712","長聖","856","709","604","510","25.00%"
"1141104","113","6716","應廣","2462","2244","1710","1400","14.29%"
"1141104","113","6720","久昌","2399","2186","1012","752","28.57%"
"1141104","113","6721","信實","667","558","576","571","39.07%"
"1141104","113","6727","亞泰金屬","1020","876","754","630","13.79%"
"1141104","113","6728","上洋","1111","953","863","738","27.27%"
"1141104","113","6732","昇佳電子","2321","2045","2166","1960","16.22%"
"1141104","113","6733","博晟生醫","1385","1201","1027","912","20.00%"
"1141104","113","6735","美達科技","1581","1384","1209","1093","25.00%"
"1141104","113","6739","竹陞科技","1199","896","878","670","18.20%"
"1141104","113","6741","91APP*-KY","N/A","N/A","N/A","N/A","42.90%"
"1141104","113","6747","亨泰光","1038","855","749","631","31.25%"
"1141104","113","6751","智聯服務","1038","892","890","696","47.06%"
"1141104","113","6752","叡揚","1150","1017","1010","873","50.88%"
"1141104","113","6761","穩得","1291","1130","922","746","27.27%"
"1141104","113","6762","達亞","938","793","759","687","30.77%"
"1141104","113","6763","綠界科技*","1149","972","908","806","45.50%"
"1141104","113","6767","台微醫","1057","906","670","599","26.67%"
"1141104","113","6785","昱展新藥","1285","1047","925","706","50.00%"
"1141104","113","6788","華景電","2532","1952","1261","1137","20.00%"
"1141104","113","6791","虎門科技","1399","1223","955","823","16.67%"
"1141104","113","6803","崑鼎","1948","1746","1256","906","5.34%"
"1141104","113","6804","明係","573","429","503","410","35.14%"
"1141104","113","6811","宏碁資訊","1723","1487","1492","1379","48.00%"
"1141104","113","6821","聯寶","1101","942","841","594","9.52%"
"1141104","113","6823","濾能","673","520","571","500","34.48%"
"1141104","113","6829","千附精密","828","676","690","632","15.94%"
"1141104","113","6840","東研信超","838","696","656","488","18.00%"
"1141104","113","6841","長佳智能","623","525","682","584","2.43%"
"1141104","113","6843","進典","900","750","679","557","0.33%"
"1141104","113","6844","諾貝兒","688","592","611","564","35.71%"
"1141104","113","6846","綠茵","1146","975","923","734","37.50%"
"1141104","113","6855","數泓科","1213","1077","766","690","38.00%"
"1141104","113","6856","鑫傳","860","709","676","580","40.00%"
"1141104","113","6859","伯特光","707","578","594","546","20.70%"
"1141104","113","6865","偉康科技","1411","1210","1120","1052","37.50%"
"1141104","113","6870","騰雲","1074","899","797","656","28.57%"
"1141104","113","6872","浩宇生醫","1266","1095","969","974","18.18%"
"1141104","113","6874","倍力","1523","1296","1220","1100","37.50%"
"1141104","113","6875","國邑*","1770","1543","1153","948","50.00%"
"1141104","113","6877","鏵友益","1011","853","806","695","9.00%"
"1141104","113","6881","潤德","1531","1315","1063","964","31.25%"
"1141104","113","6894","衛司特","1445","1325","1056","913","36.36%"
"1141104","113","6895","宏碩系統","908","762","683","611","30.00%"
"1141104","113","6899","創為精密","819","681","608","496","23.12%"
"1141104","113","6903","巨漢","1745","1582","1126","931","35.00%"
"1141104","113","6904","伯鑫","692","589","552","510","33.33%"
"1141104","113","6913","鴻呈","1426","1239","933","795","3.40%"
"1141104","113","6922","宸曜","1429","1234","1091","972","29.03%"
"1141104","113","6925","意藍","N/A","N/A","N/A","N/A","30.30%"
"1141104","113","6929","佑全","717","592","606","508","29.40%"
"1141104","113","6953","家碩","2174","1935","1640","1405","20.00%"
"1141104","113","6967","汎瑋材料","1110","920","646","570","40.00%"
"1141104","113","6968","萬達寵物","660","528","563","497","64.00%"
"1141104","113","6982","大井泵浦","779","643","643","566","19.72%"
"1141104","113","6996","力領科技","3278","2872","2723","2570","19.23%"
"1141104","113","6997","博弘","1463","1251","1046","886","43.00%"
"1141104","113","7402","邑錡","1287","1081","988","787","21.43%"
"1141104","113","7556","意德士科技","1561","1383","759","668","37.21%"
"1141104","113","7584","樂意","916","756","656","570","57.17%"
"1141104","113","7642","昶瑞機電","822","711","","","21.36%"
"1141104","113","7703","銳澤","1153","989","881","772","0.00%"
"1141104","113","7704","明遠精密","1315","1129","990","872","17.39%"
"1141104","113","7708","全家餐飲","492","423","691","624","56.74%"
"1141104","113","7709","榮田","1065","845","752","663","19.60%"
"1141104","113","7712","博盛半導體","2424","2203","1614","1364","27.27%"
"1141104","113","7713","威力德生醫","1225","1032","","","14.28%"
"1141104","113","7714","創泓科技","1483","1287","844","677","26.67%"
"1141104","113","7715","裕山","1223","1055","834","703","35.48%"
"1141104","113","7718","友鋮","1512","1304","1093","1035","44.00%"
"1141104","113","7723","築間","559","448","","","5.53%"
"1141104","113","7728","光焱科技","1248","1061","822","643","35.71%"
"1141104","113","7734","印能科技","1663","1485","1313","1161","28.60%"
"1141104","113","7743","金利食安","720","618","","","69.23%"
"1141104","113","8024","佑華","1161","974","957","893","33.33%"
"1141104","113","8027","鈦昇","1162","981","713","667","14.90%"
"1141104","113","8032","光菱","1759","1549","1336","1307","8.00%"
"1141104","113","8034","榮群","1192","1025","900","780","25.00%"
"1141104","113","8038","長園科","955","792","632","537","7.31%"
"1141104","113","8040","九暘","2033","1786","1841","1592","14.00%"
"1141104","113","8042","金山電","894","717","732","583","10.50%"
"1141104","113","8043","蜜望實","1196","1045","896","765","36.84%"
"1141104","113","8044","網家","800","649","673","577","44.00%"
"1141104","113","8047","星雲","1020","849","800","682","4.31%"
"1141104","113","8048","德勝","1334","1149","862","810","21.05%"
"1141104","113","8049","晶采","1000","845","763","582","6.00%"
"1141104","113","8050","廣積","927","792","772","597","3.90%"
"1141104","113","8054","安國","1833","1609","1196","982","22.22%"
"1141104","113","8059","凱碩","1418","1228","1040","944","21.30%"
"1141104","113","8064","東捷","1075","917","903","825","12.00%"
"1141104","113","8066","來思達","1227","1031","694","714","40.00%"
"1141104","113","8067","志旭","756","594","567","465","40.00%"
"1141104","113","8068","全達","1360","1180","763","623","0.00%"
"1141104","113","8069","元太","1718","1508","1442","1270","23.00%"
"1141104","113","8071","能率網通","925","765","639","588","40.00%"
"1141104","113","8074","鉅橡","778","654","620","547","10.26%"
"1141104","113","8076","伍豐","1121","976","927","748","34.78%"
"1141104","113","8077","洛碁","635","516","558","538","42.86%"
"1141104","113","8080","泰霖","922","731","510","591","33.33%"
"1141104","113","8083","瑞穎","1117","968","952","894","8.12%"
"1141104","113","8084","巨虹","1431","1099","801","631","50.00%"
"1141104","113","8085","福華","657","555","496","412","6.87%"
"1141104","113","8086","宏捷科","898","756","698","656","5.06%"
"1141104","113","8087","麗升能源","2663","2417","962","872","75.00%"
"1141104","113","8088","品安","701","564","509","450","32.00%"
"1141104","113","8089","康全電訊","1733","1556","1381","1255","26.67%"
"1141104","113","8091","翔名","987","838","793","713","18.00%"
"1141104","113","8092","建暐","654","543","533","477","14.29%"
"1141104","113","8093","保銳","1330","1122","768","701","28.57%"
"1141104","113","8096","擎亞","1880","1451","1126","1024","2.56%"
"1141104","113","8097","常珵","1097","922","854","739","40.00%"
"1141104","113","8099","大世科","1035","873","874","712","20.00%"
"1141104","113","8107","大億金茂","840","707","680","491","36.00%"
"1141104","113","8109","博大","866","716","738","670","49.02%"
"1141104","113","8111","立碁","902","771","718","628","33.33%"
"1141104","113","8121","越峰","1224","1048","938","861","27.23%"
"1141104","113","8147","正淩","1084","928","801","726","32.00%"
"1141104","113","8155","博智","946","791","733","665","21.05%"
"1141104","113","8171","天宇","623","515","564","501","30.00%"
"1141104","113","8176","智捷","1125","921","859","805","44.44%"
"1141104","113","8182","加高","749","608","604","512","34.09%"
"1141104","113","8183","精星","935","787","667","565","33.33%"
"1141104","113","8227","巨有科技","1540","1132","1218","1110","16.00%"
"1141104","113","8234","新漢","933","785","763","657","21.51%"
"1141104","113","8240","華宏","979","821","772","686","14.10%"
"1141104","113","8255","朋程","1221","997","901","740","1.96%"
"1141104","113","8272","全景軟體","1445","1252","1217","1094","25.00%"
"1141104","113","8277","商丞","998","839","720","552","16.67%"
"1141104","113","8279","生展","796","660","661","608","30.23%"
"1141104","113","8284","三竹","1157","981","906","816","16.67%"
"1141104","113","8289","泰藝","775","636","654","572","45.71%"
"1141104","113","8291","尚茂","740","645","495","445","7.50%"
"1141104","113","8299","群聯","3132","2871","2525","2137","17.72%"
"1141104","113","8342","益張","912","797","660","513","20.00%"
"1141104","113","8349","恒耀國際","787","645","691","624","40.00%"
"1141104","113","8354","冠好","727","622","541","505","20.75%"
"1141104","113","8358","金居","1032","789","724","663","10.28%"
"1141104","113","8383","千附","811","675","690","619","16.67%"
"1141104","113","8390","金益鼎","1319","1181","1017","946","50.00%"
"1141104","113","8401","白紗科","851","704","677","612","0.03%"
"1141104","113","8403","盛弘","1138","968","907","800","44.44%"
"1141104","113","8409","商之器","905","750","718","629","33.00%"
"1141104","113","8410","森田","913","769","752","731","22.58%"
"1141104","113","8415","大國鋼","969","789","799","620","25.11%"
"1141104","113","8416","實威","1140","964","965","861","14.29%"
"1141104","113","8421","旭源","824","700","645","536","38.70%"
"1141104","113","8423","保綠-KY","N/A","N/A","N/A","N/A","42.11%"
"1141104","113","8424","惠普","923","771","780","726","0.01%"
"1141104","113","8426","紅木-KY","N/A","N/A","N/A","N/A","23.21%"
"1141104","113","8431","匯鑽科","1422","1050","858","738","34.00%"
"1141104","113","8432","東生華","1671","1437","1215","1126","53.33%"
"1141104","113","8433","弘帆","2012","1817","859","774","65.79%"
"1141104","113","8435","鉅邁","1119","949","1089","1033","17.86%"
"1141104","113","8436","大江","1125","954","936","854","52.00%"
"1141104","113","8437","大地-KY","N/A","N/A","N/A","N/A","72.50%"
"1141104","113","8440","綠電","863","712","693","605","75.00%"
"1141104","113","8444","綠河-KY","N/A","N/A","N/A","N/A","36.59%"
"1141104","113","8446","華研","1301","1101","780","695","50.00%"
"1141104","113","8450","霹靂","680","557","503","454","47.60%"
"1141104","113","8455","大拓-KY","N/A","N/A","N/A","N/A","20.00%"
"1141104","113","8472","夠麻吉","967","614","765","634","69.20%"
"1141104","113","8477","創業家","979","814","737","666","54.55%"
"1141104","113","8489","三貝德","907","772","614","499","33.33%"
"1141104","113","8905","裕國","748","636","593","539","37.97%"
"1141104","113","8906","花王","736","615","530","425","3.90%"
"1141104","113","8908","欣雄","1075","878","729","667","38.89%"
"1141104","113","8916","光隆","1461","1236","897","767","42.00%"
"1141104","113","8917","欣泰","1283","1101","1123","1028","13.79%"
"1141104","113","8921","沈氏","901","750","695","642","12.50%"
"1141104","113","8923","時報","914","758","654","651","62.50%"
"1141104","113","8924","大田","1118","944","886","819","41.67%"
"1141104","113","8927","北基","546","448","542","499","4.37%"
"1141104","113","8928","鉅明","616","507","534","505","0.24%"
"1141104","113","8929","富堡","685","563","540","500","55.00%"
"1141104","113","8930","青鋼","1342","1119","922","858","11.00%"
"1141104","113","8931","大汽電","1365","1183","1097","1030","10.00%"
"1141104","113","8932","智通*","757","625","544","478","50.00%"
"1141104","113","8933","愛地雅","629","484","440","396","1.00%"
"1141104","113","8935","邦泰","748","639","544","522","16.87%"
"1141104","113","8936","國統","820","693","624","558","29.00%"
"1141104","113","8937","合騏","636","520","479","440","18.00%"
"1141104","113","8938","明安","944","799","781","690","3.86%"
"1141104","113","8941","關中","1648","1464","876","864","27.27%"
"1141104","113","8942","森鉅","993","850","701","617","33.33%"
"1141104","113","9949","琉園","755","623","552","496","53.00%"
"1141104","113","9950","萬國通","583","498","480","440","32.00%"
"1141104","113","9951","皇田","842","675","649","553","25.68%"
"1141104","113","9960","邁達康","603","515","482","449","77.78%"
"1141104","113","9962","有益","899","752","649","649","33.33%"
